gene module_id
Ccdc59 MH_02
Ppfia2 MH_10
Lin7a MH_24
Ppp1r12a MH_08
Pawr MH_04
E2f7 MH_01
Csrp2 MH_04
Osbpl8 MH_27
Bbs10 MH_03
Nap1l1 MH_04
Phlda1 MH_29
Krr1 MH_04
Glipr1l1 MH_24
Glipr1l2 grey
Caps2 MH_21
Kcnc2 MH_20
Zfc3h1 MH_27
Lgr5 MH_24
Tspan8 MH_21
Ptprr MH_24
Ptprb MH_29
Kcnmb4 MH_27
Best3 MH_24
Lrrc10 MH_23
Cpm MH_27
Mdm1 MH_01
Il22 MH_27
Ifng MH_28
Dyrk2 MH_14
Grip1 MH_23
Tmbim4 MH_07
Wif1 MH_23
Gns MH_14
C12orf56 MH_24
C12orf66 MH_14
Avpr1a MH_24
Ppm1h MH_14
Fam19a2 MH_23
Lrig3 MH_20
Avil MH_21
Mettl1 MH_14
Cyp27b1 MH_14
Agap2 MH_28
B4galnt1 MH_16
Dctn2 MH_09
Ddit3 MH_10
Arhgap9 MH_17
R3hdm2 MH_17
Stac3 MH_11
Ndufa4l2 MH_01
Stat6 MH_27
Nab2 MH_06
Tmem194a MH_01
Tac3 MH_20
Zbtb39 MH_27
Rdh16 MH_14
Prim1 MH_01
Naca MH_03
Baz2a MH_27
Atp5b MH_04
Mip MH_24
Timeless MH_01
Stat2 MH_17
Pan2 MH_13
Cnpy2 MH_02
Cs MH_03
Ankrd52 MH_28
Rnf41 MH_27
Smarcc2 MH_01
Pmel MH_14
Wibg MH_23
Mmp19 grey
Dnajc14 MH_09
Sarnp MH_02
Cd63 MH_25
Itga7 MH_01
Or6c68 MH_21
Or6c1 grey
Or6c3 MH_21
Or6c75 MH_22
Or6c2 MH_24
Or6c6 MH_15
Or6c65 MH_24
Or6c76 MH_21
Or6c74 MH_24
Kiaa0748 MH_04
Zbtb2 MH_03
Rmnd1 MH_16
Syne1 MH_02
Fbxo5 MH_01
Mtrf1l MH_04
Rgs17 MH_21
Cnksr3 MH_14
Ulbp1 MH_21
Pcmt1 MH_09
C6orf72 MH_09
Tab2 MH_27
Ust MH_02
Sash1 MH_10
Samd5 MH_02
Stxbp5 MH_06
C6orf103 MH_11
Rab32 MH_14
Grm1 MH_21
Utrn MH_17
Stx11 MH_27
C6orf94 MH_24
Ltv1 MH_04
Phactr2 MH_06
Pex3 MH_12
Aig1 MH_10
Gpr126 MH_21
Vta1 MH_04
Gje1 MH_23
Heca MH_27
C6orf115 MH_06
Ccdc28a MH_02
Hebp2 MH_10
Kiaa1244 grey
Tnfaip3 MH_29
Slc35d3 MH_10
Pex7 MH_09
Pde7b grey
Tbpl1 MH_27
Tcf21 MH_21
Eya4 MH_23
Rps12 MH_02
Snora33 MH_10
Taar6 MH_14
Taar9 MH_24
Enpp1 MH_09
Akap7 MH_02
Loc100507203 MH_23
L3mbtl3 MH_02
Lama2 MH_25
C6orf58 MH_24
Rnf146 MH_25
Rspo3 MH_28
Cenpw MH_01
Trmt11 MH_19
Hint3 MH_04
Ncoa7 MH_02
Hey2 MH_21
Tpd52l1 MH_21
Rnf217 MH_26
Nkain2 MH_24
Zufsp MH_17
Fam26d MH_23
Fam26e MH_21
Fam26f MH_14
Dse MH_14
Nt5dc1 MH_06
Marcks MH_11
C6orf225 MH_04
Wisp3 MH_19
Kiaa1919 MH_24
Slc16a10 MH_31
Rpf2 MH_04
Gtf3c6 MH_02
Cdc40 MH_04
Gpr6 MH_24
Fig4 MH_02
Smpd2 MH_24
Flj37396 grey
Cep57l1 MH_02
Armc2 MH_22
Lace1 MH_02
Nr2e1 MH_24
Sobp MH_24
Rpl41 MH_03
C6orf203 MH_02
Qrsl1 MH_04
Aim1 MH_07
Prdm1 MH_28
Lin28b grey
Grik2 MH_23
Fam162b MH_21
Gprc6a grey
Ros1 MH_24
Gopc MH_23
C6orf204 MH_27
Mcm9 MH_17
Fam184a MH_24
Man1a1 MH_13
C6orf170 MH_17
Serinc1 MH_27
Edar MH_21
Sept10 MH_01
Mcu MH_01
Ddit4 MH_04
Anapc16 MH_03
Chst3 MH_24
Cdh23 MH_28
Slc29a3 MH_03
Unc5b MH_21
Sgpl1 MH_27
Adamts14 MH_28
Kiaa1274 MH_27
Eif4ebp2 MH_16
H2afy2 MH_22
Col13a1 grey
C10orf35 MH_23
Tspan15 MH_25
Hk1 grey
Supv3l1 MH_22
Vps26a MH_02
Srgn MH_27
Kiaa1279 MH_04
Ddx50 MH_09
Stox1 grey
Ccar1 MH_01
Tet1 MH_14
Mypn MH_24
Sirt1 MH_12
Lrrtm3 grey
Reep3 MH_09
Nrbf2 MH_04
Ado MH_14
Znf365 MH_02
Arid5b MH_04
C10orf107 MH_04
Cdk1 MH_01
Phyhipl MH_23
Bicc1 MH_22
Ube2d1 MH_13
Cisd1 MH_01
Rtdr1 MH_14
C22orf13 MH_14
C22orf36 MH_14
Susd2 MH_10
Cabin1 MH_30
Ddt MH_03
Gstt1 MH_05
Gsttp2 grey
Gstt2 MH_04
Mif MH_03
Smarcb1 MH_03
Dip2a MH_29
Pcnt MH_09
Ybey MH_03
Col6a2 MH_23
Col6a1 MH_27
Pcbp3 MH_28
Adarb1 MH_06
Fam207a MH_04
Krtap10-9 MH_21
Trpm2 MH_24
Pfkl MH_07
Aire MH_24
C21orf33 MH_20
Pwp2 MH_02
Trappc10 MH_28
Agpat3 MH_30
Rrp1 MH_04
Pdxk MH_27
Syde1 MH_14
Or1i1 MH_27
Casp14 MH_24
Ccdc105 MH_24
Or7c2 grey
Ppap2c MH_04
Mier2 MH_12
Theg MH_27
C2cd4c MH_22
Shc2 MH_20
Odf3l2 MH_24
Polrmt MH_14
Rnf126 MH_30
Prss57 MH_20
Lppr3 MH_28
Med16 MH_03
C19orf22 MH_03
Polr2e MH_04
Sbno2 MH_27
Gamt MH_21
C19orf25 MH_04
Pcsk4 MH_20
Adamtsl5 MH_24
Mbd3 MH_04
Uqcr11 MH_03
Tcf3 MH_16
Atp8b3 MH_21
Rexo1 MH_30
Klf16 MH_28
Fam108a1 MH_03
Btbd2 MH_04
Mknk2 MH_27
Ap3d1 MH_02
Jsrp1 grey
Lingo3 MH_23
Timm13 MH_04
Lmnb2 MH_02
Gng7 grey
Diras1 MH_23
Slc39a3 MH_21
Sgta MH_03
Pias4 MH_27
Itgb1bp3 MH_22
Atcay MH_04
Mrpl54 MH_04
Tjp3 grey
Gipc3 MH_01
Hmg20b grey
Fzr1 MH_01
Nfic MH_07
Ncln MH_16
S1pr4 MH_01
Gna15 MH_07
Tle6 MH_23
Sirt6 MH_17
C12orf73 MH_02
Glt8d2 MH_27
Nfyb MH_04
Slc41a2 MH_27
Aldh1l2 grey
Appl2 MH_17
Nuak1 MH_21
Ckap4 MH_02
Mterfd3 MH_02
Cry1 MH_27
Prdm4 MH_29
C22orf28 MH_17
Syn3 MH_28
Hsp90b1 MH_05
Stab2 MH_10
Ascl1 MH_14
C12orf48 MH_01
Dram1 MH_03
Chpt1 MH_04
Mybpc1 grey
Spic MH_11
Utp20 MH_15
Ano4 MH_10
Gas2l3 MH_01
Nr1h4 MH_21
Slc17a8 MH_20
Scyl2 MH_27
Actr6 MH_02
Apaf1 MH_27
Nedd1 MH_07
Elk3 MH_06
Metap2 MH_04
Vezt MH_11
Loc144486 MH_01
Plxnc1 MH_08
Cradd MH_03
Socs2 MH_25
Mrpl42 MH_04
Nudt4 MH_07
Tmtc3 MH_11
C12orf29 MH_02
Nts grey
Alx1 MH_23
Lrriq1 MH_10
Tmtc2 MH_24
C12orf26 MH_03
Acss3 MH_21
Myf5 MH_24
Myf6 grey
Ptprq MH_24
Otogl MH_14
Syt1 MH_18
Nav3 MH_20
Zdhhc17 MH_12
Atxn7l3b MH_14
Trhde MH_24
Tph2 MH_29
Tbc1d15 MH_27
Rab21 MH_04
Tmem19 grey
Thap2 MH_03
Cnot2 MH_14
C12orf28 MH_25
Rab3ip MH_13
Cct2 MH_02
Frs2 MH_12
Yeats4 MH_04
Cpsf6 MH_28
Mdm2 MH_27
Slc35e3 MH_17
Nup107 MH_01
Rap1b MH_27
Cdc5l MH_02
Cand1 MH_02
Helb MH_09
Irak3 MH_05
Msrb3 MH_10
Lemd3 MH_27
Tbc1d30 MH_08
Rassf3 MH_15
Tbk1 MH_27
Xpot MH_02
Srgap1 MH_24
Tmem5 grey
Mon2 MH_13
Usp15 MH_09
Slc16a7 MH_24
Xrcc6bp1 MH_04
Mettl21b MH_25
March9 MH_02
Tspan31 MH_04
Os9 MH_27
Slc26a10 MH_28
Arhgef25 MH_01
Dtx3 MH_07
Kif5a MH_01
Mbd6 MH_30
Mars MH_02
Gli1 grey
Shmt2 MH_15
Nxph4 grey
Lrp1 MH_05
Gpr182 grey
Ptges3 MH_10
Rbms2 MH_03
Spryd4 MH_22
Il23a MH_19
Coq10a MH_29
Slc39a5 MH_27
Obfc2b MH_01
Myl6 MH_04
Myl6b MH_04
Esyt1 MH_01
Zc3h10 MH_14
Pa2g4 MH_01
Erbb3 MH_02
Rps26 MH_02
Ikzf4 MH_27
Rab5b MH_12
Cdk2 MH_01
Dgka MH_17
Gdf11 MH_06
Rdh5 MH_14
Bloc1s1 MH_03
Or10p1 MH_24
Or9k2 MH_23
Or9k1p MH_28
Neurod4 MH_23
Eif4enif1 MH_04
Patz1 MH_02
Pik3ip1 MH_14
Pla2g3 MH_23
Selm MH_07
Smtn MH_01
Morc2 MH_17
Dusp18 MH_07
Slc35e4 MH_28
Pes1 MH_15
Gal3st1 grey
Sec14l3 MH_14
Rnf215 MH_27
Sf3a1 MH_03
Tbc1d10a MH_27
Gatsl3 MH_04
Osm MH_14
Lif MH_09
Ascc2 MH_04
Zmat5 MH_02
Thoc5 MH_04
Ap1b1 MH_16
Rasl10a MH_26
Rhbdd3 grey
Xbp1 MH_27
Dbnl MH_17
Aebp1 MH_25
Ykt6 MH_27
Ogdh MH_17
Zmiz2 MH_28
Myo1g MH_30
Ccm2 MH_17
Ramp3 MH_27
Adcy1 MH_21
C7orf57 MH_10
Abca13 grey
Vwc2 MH_19
C7orf72 MH_24
Ikzf1 MH_16
Pom121l12 MH_29
Vstm2a MH_24
Fbxo48 MH_01
Cnrip1 MH_04
Wdr92 MH_04
C1d MH_04
Spred2 MH_14
Rab1a MH_07
Sertad2 MH_14
Peli1 MH_27
Vps54 MH_27
Wdpcp MH_04
Tmem17 MH_04
Cct4 MH_04
Fam161a MH_04
Xpo1 MH_04
Usp34 MH_17
Pus10 MH_04
Papolg MH_27
Bcl11a MH_01
Fancl MH_04
Vrk2 MH_28
Efemp1 MH_22
Smek2 MH_04
Ccdc88a MH_01
Mtif2 MH_17
C2orf63 MH_12
Rtn4 MH_27
Psme4 MH_27
Gpr75 MH_27
Asb3 MH_04
Cpeb4 MH_29
C5orf47 MH_19
Hmp19 MH_17
Snrnp25 MH_04
Hbz MH_10
Hbq1 MH_21
Sh3pxd2b MH_20
Ubtd2 MH_27
Stk10 MH_13
Fbxw11 MH_27
Kcnmb1 MH_17
Lcp2 MH_30
Fam196b MH_13
Slit3 MH_22
Pank3 MH_29
Nudcd2 MH_01
Gabrb2 grey
Atp10b MH_24
Slu7 MH_09
C1qtnf2 MH_24
Ccnjl MH_14
Pwwp2a MH_27
Il12b MH_23
Rnf145 MH_17
Ebf1 MH_05
Clint1 MH_04
Sox30 MH_24
Adam19 MH_28
Fndc9 MH_21
Itk MH_26
Fam71b MH_07
Med7 MH_27
Havcr2 MH_28
Havcr1 MH_24
Timd4 MH_11
Gnb2l1 MH_02
Trim7 MH_29
Zfp62 MH_27
Mgat1 MH_16
Or2y1 grey
Flt4 grey
Scgb3a1 MH_27
Gfpt2 grey
Mapk9 MH_02
Rasgef1c MH_14
Rnf130 MH_10
Tbc1d9b MH_04
C5orf45 MH_01
Mgat4b MH_27
Hnrnph1 MH_26
Adamts2 MH_21
Grm6 MH_24
Or1g1 MH_21
Znf354a MH_01
Clk4 MH_27
Col23a1 MH_24
Agxt2l2 MH_14
Nhp2 MH_03
Sar1b MH_04
Cdkn2aipnl MH_04
Cdkl3 MH_28
Ppp2ca MH_27
Skp1 MH_02
Vdac1 MH_30
C5orf15 MH_04
Fstl4 MH_24
Zcchc10 MH_04
Aff4 MH_27
Gdf9 MH_25
Shroom1 MH_24
Ankrd43 MH_14
Sept8 MH_24
Kif3a MH_05
Il5 MH_22
Irf1 MH_14
P4ha2 MH_24
Csf2 MH_28
Acsl6 grey
Loc728637 MH_21
C20orf111 MH_27
Fnip1 MH_25
Rapgef6 MH_14
Hint1 MH_04
Gpx3 MH_27
Slc36a1 MH_25
G3bp1 MH_03
Gria1 MH_21
Mfap3 MH_04
Galnt10 MH_14
Sap30l MH_02
Larp1 MH_14
Cnot8 MH_25
Mrpl22 MH_04
Znf692 MH_24
Znf672 MH_28
Sh3bp5l MH_31
Loc646627 MH_23
Trim58 MH_25
Or2w3 MH_22
Or2t33 MH_30
Or2t8 MH_23
Trim17 MH_23
Hist3h2a MH_12
Trim11 MH_21
Obscn MH_22
Mrpl55 MH_02
C1orf35 MH_02
Wnt9a MH_24
Jmjd4 MH_14
Loc729810 MH_25
Nlrp3 MH_12
Or2c3 MH_24
Mprip MH_09
Nt5m MH_20
Med9 MH_30
Rai1 MH_14
Tom1l2 MH_18
Lrrc48 MH_24
C17orf39 MH_14
Drg2 MH_24
Myo15a MH_24
Alkbh5 MH_27
Llgl1 grey
Smcr7 grey
Smcr8 MH_11
Dhrs7b MH_17
Tmem11 MH_04
Map2k3 MH_28
Kcnj12 MH_27
Tnfrsf13b MH_05
Aldh3a1 MH_20
Mfap4 MH_24
B9d1 MH_03
Grap MH_03
Fam83g MH_24
Specc1 MH_28
Adora2b MH_27
Ttc19 MH_27
Pigl MH_04
Ubb MH_04
Trpv2 MH_04
Snord49b MH_18
Snord49a MH_19
Snord65 MH_10
Trim16 MH_29
Fam18b1 MH_02
Cdrt4 grey
Tekt3 MH_12
Pmp22 MH_22
Elac2 MH_02
Znf18 MH_03
Pirt MH_23
Loc100289255 MH_17
Tmem220 grey
Sco1 MH_07
Myh3 MH_24
Myh2 MH_24
Myh1 MH_21
Myh4 MH_28
Myh8 MH_24
Myh13 MH_24
Gas7 MH_18
Rcvrn MH_29
Loc644070 MH_27
Dhrs7c MH_29
Usp43 MH_29
Stx8 MH_04
Pik3r5 MH_21
Pik3r6 MH_05
Mfsd6l MH_24
Ccdc42 MH_06
Myh10 MH_27
Rnf222 MH_01
Rpl26 MH_23
Slc25a35 MH_04
Ctc1 MH_01
Aurkb MH_01
C17orf59 MH_09
Tmem107 MH_01
Snord118 MH_12
Vamp2 MH_29
Per1 MH_29
Hes7 MH_24
Aloxe3 MH_27
Alox12b MH_01
Trappc1 MH_03
Kcnab3 MH_21
Loc284023 MH_01
Chd3 MH_14
Kdm6b MH_29
Dnah2 MH_24
Tp53 MH_14
Sat2 grey
Fxr2 MH_27
Sox15 MH_27
Zbtb4 MH_14
C17orf61 MH_04
Plscr3 MH_10
Neurl4 MH_17
Gps2 MH_18
Ybx2 MH_21
Ctdnep1 MH_17
Gabarap MH_27
Phf23 MH_10
Dvl2 MH_24
Dlg4 MH_14
Clec10a MH_14
Slc16a11 MH_21
Arrb2 grey
Med11 MH_04
Zmynd15 MH_12
Psmb6 MH_03
Pld2 MH_24
Mink1 MH_28
C17orf107 MH_21
Gp1ba MH_20
Rnf167 MH_14
Eno3 MH_02
Kif1c MH_28
Zfp3 MH_02
Rabep1 MH_02
Rpain MH_10
Wscd1 MH_27
Fam64a MH_01
Txndc17 MH_04
C17orf100 MH_11
Xaf1 MH_17
Fbxo39 MH_14
Ggt6 MH_25
Mybbp1a MH_14
Ube2g1 MH_27
Ankfy1 MH_17
Zzef1 MH_14
Atp2a3 MH_01
P2rx1 MH_28
Camkk1 MH_14
C17orf85 MH_01
Itgae MH_14
P2rx5 MH_24
Shpk MH_14
Trpv1 MH_20
Trpv3 MH_19
Spata22 MH_24
Or1e1 MH_02
Or1e2 grey
Znf679 MH_21
Znf616 MH_25
Or3a2 MH_04
Or1d2 MH_01
Kiaa0664 MH_15
Mettl16 MH_10
Mnt MH_29
Snord91a MH_27
Smg6 MH_06
Rtn4rl1 MH_14
Rpa1 MH_04
Smyd4 MH_03
Prpf8 MH_17
Rilp MH_22
Scarf1 MH_24
Slc43a2 MH_14
Pitpna MH_02
Inpp5k MH_04
Myo1c MH_06
Crk MH_27
Ywhae MH_01
C17orf97 MH_14
Fam57a MH_07
Dbil5p grey
Rnmtl1 MH_02
Timm22 MH_04
Bhlha9 MH_22
Tusc5 MH_21
Tmigd1 MH_21
Blmh MH_04
Ssh2 MH_13
Coro6 MH_21
Git1 MH_28
Abhd15 MH_14
Nufip2 MH_26
Myo18a MH_02
Sez6 MH_19
Phf12 MH_30
Dhrs13 MH_20
Flot2 MH_01
C17orf63 MH_03
Tlcd1 MH_27
Rab34 grey
Proca1 MH_21
Kiaa0100 MH_17
Sgk494 grey
Spag5 MH_01
Aldoc MH_03
Pigs MH_30
Unc119 MH_07
Sebox MH_22
Poldip2 MH_01
Ift20 MH_04
C17orf108 MH_03
Nos2 MH_21
Nf1 MH_08
Rab11fip4 MH_14
Suz12 MH_01
Atad5 MH_01
Adap2 grey
Rnf135 MH_02
Rhot1 MH_02
Rhbdl3 MH_27
Znf207 MH_05
Psmd11 MH_06
Cdk5r1 grey
Tmem98 grey
Spaca3 grey
Ccl2 MH_25
Ccl7 MH_25
Ccl11 MH_15
Tmem132e grey
Znf830 MH_02
Lig3 MH_02
Unc45b grey
Slfn5 MH_17
Slfn12l MH_04
Slfn12 MH_04
Ap2b1 MH_03
Rasl10b MH_21
C17orf50 MH_04
Taf15 MH_04
Ccl4 MH_28
Loc645638 MH_23
Heatr6 MH_03
Hnf1b MH_05
Ddx52 MH_09
Synrg MH_03
Myo19 MH_01
Ca4 MH_24
C17orf64 MH_12
Ppm1d MH_04
Bcas3 MH_09
Tbx2 grey
Tbx4 grey
Rnft1 MH_09
Tubd1 MH_17
Vmp1 MH_07
Ptrh2 MH_02
Ska2 MH_01
Trim37 MH_04
Tex14 MH_12
Mtmr4 MH_17
Hsf5 grey
Rnf43 MH_04
Bzrap1 MH_30
Mpo MH_04
Mks1 MH_02
Srsf1 MH_01
Vezf1 MH_14
Cuedc1 MH_14
Mrps23 MH_03
Msi2 MH_03
Coil MH_24
Trim25 MH_17
Dgke MH_27
C17orf67 MH_25
Tmem100 MH_20
Mmd MH_29
Ca10 MH_24
Mbtd1 MH_27
Nme1 MH_02
Spag9 MH_27
Tob1 MH_29
Ankrd40 MH_01
Chad MH_25
Lrrc59 MH_01
Mrpl27 MH_05
Col1a1 MH_14
Hils1 MH_23
Ppp1r9b MH_14
Samd14 MH_22
Dlx3 MH_25
Tac4 MH_27
Fam117a MH_14
Slc35b1 MH_07
Spop MH_16
Znf652 MH_14
Gngt2 MH_14
Snf8 MH_04
Ttll6 MH_24
Hoxb13 grey
Hoxb9 MH_10
Hoxb8 MH_21
Hoxb7 grey
Hoxb6 MH_01
Hoxb5 MH_22
Hoxb4 MH_24
Hoxb3 MH_21
Hoxb2 MH_24
Hoxb1 grey
Skap1 MH_04
Snx11 MH_27
Cbx1 MH_04
Copz2 MH_25
Prr15l MH_24
Sp6 MH_14
Scrn2 MH_02
Mrpl10 MH_03
Osbpl7 MH_24
Kpnb1 MH_02
Mrpl45 MH_04
Socs7 MH_25
Arhgap23 grey
Mllt6 MH_28
Cisd3 MH_04
Psmb3 MH_04
Lasp1 MH_30
Loc100505576 MH_04
Rpl19 MH_02
Cdk12 MH_27
Stard3 MH_21
Tcap grey
Pnmt grey
Erbb2 MH_29
Grb7 MH_27
Zpbp2 MH_04
Lrrc3c MH_27
Gsdma MH_29
Psmd3 MH_28
Csf3 MH_25
Thra MH_14
Msl1 MH_19
Rapgefl1 grey
Wipf2 MH_27
Cdc6 MH_01
Rara MH_14
Igfbp4 MH_14
Krtap9-1 MH_21
Gast MH_24
Fkbp10 MH_21
Klhl10 grey
Ttc25 grey
Cnp MH_17
Hspb9 MH_24
Stat5a MH_27
Atp6v0a1 MH_11
Naglu MH_14
Hsd17b1 MH_21
Coasy MH_02
Mlx MH_03
Tubg1 MH_01
Tubg2 MH_23
Cntnap1 MH_15
Ramp2 MH_23
Wnk4 MH_27
Psme3 MH_24
Aoc2 MH_14
Aoc3 MH_17
G6pc grey
Rundc1 MH_02
Rpl27 MH_02
Rnd2 MH_28
Nbr1 MH_27
Tmem106a MH_04
Rdm1 MH_04
Arl4d MH_04
Dhx8 MH_09
C17orf105 MH_20
Cd300lg MH_12
G6pc3 MH_01
C17orf53 MH_01
Asb16 MH_29
Tmub2 MH_17
Rundc3a MH_19
Grn MH_03
Fzd2 MH_21
C17orf104 grey
Adam11 MH_30
Higd1b MH_21
Eftud2 MH_04
Nmt1 MH_04
Acbd4 MH_25
Hexim1 MH_29
Hexim2 MH_23
Fmnl1 MH_07
Arhgap27 MH_16
Rprml MH_21
Wnt3 grey
Crhr1 MH_20
Imp5 MH_27
Mapt MH_24
Myl4 MH_10
Itgb3 MH_05
Efcab3 MH_10
Mettl2b MH_15
Tlk2 MH_04
Mrc2 MH_12
March10 MH_24
Tanc2 MH_24
Ace MH_24
Kcnh6 MH_02
Dcaf7 MH_28
Taco1 MH_17
Map3k3 MH_14
Ddx42 MH_27
Psmc5 MH_04
Tcam1p MH_24
Snord104 MH_10
Milr1 MH_27
Cep95 MH_17
C17orf58 MH_21
Nol11 MH_02
Psmd12 MH_04
Helz MH_27
Cep112 MH_05
Axin2 MH_21
Gna13 MH_29
Amz2 MH_03
Arsg MH_04
Prkar1a MH_27
Map2k6 MH_03
Kcnj16 MH_20
Kcnj2 grey
Sox9 MH_29
Sstr2 MH_24
C17orf80 MH_17
Rpl38 MH_26
Dnai2 MH_28
Kif19 MH_24
Gpr142 MH_21
Gprc5c MH_24
Cd300a MH_11
Rab37 MH_03
Slc9a3r1 MH_31
Tmem104 MH_27
Grin2c MH_12
Otop2 MH_24
Otop3 MH_24
Cdr2l MH_11
Ict1 MH_02
Kctd2 MH_25
Slc16a5 MH_14
Armc7 MH_14
Mrps7 MH_03
Kiaa0195 MH_03
Tsen54 MH_03
Llgl2 MH_27
Myo15b MH_24
C17orf109 MH_21
C17orf110 MH_27
Itgb4 MH_01
Unk MH_14
Ten1 MH_03
Cdk3 MH_04
Galr2 MH_21
Exoc7 MH_25
Fam100b MH_29
Sphk1 MH_24
Aanat MH_24
Prcd MH_01
Snord1b MH_22
Mettl23 MH_02
Mfsd11 MH_17
Mgat5b grey
Linc00338 MH_26
Sec14l1 MH_27
Sept9 MH_30
Tnrc6c MH_14
Tmc8 MH_16
C17orf99 MH_23
Syngr2 MH_07
Birc5 MH_01
Tmem235 MH_23
Pgs1 MH_19
C1qtnf1 MH_21
Engase MH_02
Cbx4 MH_14
Ccdc40 MH_03
Gaa MH_14
Card14 MH_24
Slc26a11 MH_16
Rnf213 MH_17
Endov MH_25
Rptor MH_13
Chmp6 MH_04
Baiap2 MH_27
C17orf89 MH_04
Slc38a10 MH_30
Bahcc1 MH_22
Fscn2 MH_26
Tspan10 MH_23
Ccdc137 MH_14
Hgs MH_27
Mrpl12 MH_03
Slc25a10 MH_19
Anapc11 MH_16
Npb MH_14
Myadml2 MH_21
Aspscr1 MH_27
Lrrc45 MH_17
Rac3 MH_24
Gps1 MH_27
Slc16a3 MH_29
Uts2r grey
Hexdc grey
Foxk2 MH_04
Fn3krp MH_03
Fn3k MH_21
Tbcd grey
Metrnl MH_27
Ptchd3 grey
Sfi1 MH_27
Drg1 MH_02
Limk2 MH_04
Rnf185 MH_12
Inpp5j MH_20
Tug1 MH_30
Osbp2 MH_22
C5orf52 MH_03
Tcn2 MH_03
Mtfp1 MH_03
Ccdc157 MH_21
Hormad2 MH_27
Mtmr3 MH_08
Cabp7 MH_22
Nf2 MH_08
Nefh MH_02
Gas2l1 MH_28
Ewsr1 MH_26
Emid1 MH_24
Kremen1 MH_14
Znrf3 MH_14
Ccdc117 MH_25
Mrps24 MH_04
Urgcp MH_27
Pgam2 MH_28
Polm MH_14
Pold2 MH_01
Myl7 grey
Camk2b MH_21
Nudcd3 MH_10
Ddx56 MH_02
Tmed4 MH_02
H2afv MH_04
Purb MH_27
Nacad MH_12
Tbrg4 MH_03
Igfbp3 MH_23
Tns3 MH_14
Pkd1l1 MH_23
Hus1 MH_17
Sun3 MH_24
Zpbp MH_04
Fignl1 MH_01
Ddc MH_14
Grb10 MH_24
Cobl MH_27
Plek MH_07
Pno1 MH_04
Etaa1 MH_02
Meis1 MH_10
Actr2 MH_27
Cep68 MH_17
Slc1a4 MH_27
Gapdh MH_07
Aftph MH_06
Lgalsl MH_04
Ugp2 MH_09
Mdh1 MH_03
Otx1 MH_04
Ehbp1 MH_04
B3gnt2 MH_04
C2orf74 MH_14
Kiaa1841 MH_08
Pex13 MH_27
Rel MH_29
Ccdc85a MH_24
Ccdc104 MH_04
Prorsd1p MH_02
Eml6 MH_29
Loc100289085 grey
Sptbn1 MH_17
C2orf73 MH_14
Acyp2 MH_09
Erlec1 MH_07
Chac2 MH_04
Stc2 MH_18
Bod1 MH_30
Il9r MH_14
Rhbdf1 MH_19
Nprl3 grey
Efcab9 MH_04
C5orf50 MH_24
Fgf18 MH_04
Tlx3 grey
Ranbp17 MH_10
Gabrp MH_24
Kcnip1 MH_23
Foxi1 MH_23
Dock2 MH_08
Ccdc99 MH_01
Fbll1 grey
Rars MH_02
Wwc1 MH_24
Odz2 MH_21
Mat2b MH_02
Hmmr MH_01
Ccng1 MH_04
Gabrg2 MH_24
Gabra1 MH_01
Gabra6 MH_28
Pttg1 MH_07
Ttc1 MH_04
Ublcp1 MH_27
Lsm11 MH_04
Thg1l MH_04
Nipal4 MH_23
Cyfip2 MH_01
Sgcd MH_24
Trim41 MH_26
Cdk2ap1 MH_04
Irgm MH_14
Or2v2 MH_14
Btnl9 MH_21
Cnot6 MH_05
Sqstm1 MH_27
Ltc4s MH_01
Maml1 MH_27
Canx MH_17
Rufy1 MH_04
Znf354c MH_14
Znf879 MH_24
Znf454 MH_30
Zfp2 MH_14
Znf354b MH_23
Prop1 MH_24
Hnrnpab MH_01
Rmnd5b MH_03
N4bp3 MH_18
Phf15 MH_27
Ube2b MH_27
Tcf7 MH_17
Hspa4 MH_09
Uqcrq MH_03
Il4 MH_17
Il13 MH_28
Rad50 MH_02
Slc22a5 MH_14
Slc22a4 MH_24
Pdlim4 MH_10
Il3 MH_28
Lyrm7 MH_14
Tnip1 MH_27
Anxa6 MH_01
Ccdc69 MH_04
Slc36a3 MH_03
Fat2 MH_21
Sparc MH_25
Atox1 MH_03
Glra1 MH_21
Nmur2 MH_24
Fam114a2 MH_04
Hand1 MH_22
Gemin5 MH_02
Or2t4 grey
Or11l1 MH_20
Rnf187 MH_04
Hist3h2bb MH_04
Gjc2 MH_21
Guk1 MH_03
Arf1 MH_30
Wnt3a MH_23
Prss38 MH_21
Snap47 MH_17
Znf627 MH_27
Znf496 MH_01
Or2b11 MH_22
Pld6 MH_20
Flcn MH_27
Cops3 MH_03
Rasd1 MH_04
Srebf1 MH_14
Atpaf2 MH_03
Flii MH_07
Top3a MH_14
C17orf103 MH_25
Usp22 MH_27
Aldh3a2 MH_27
Slc47a1 MH_29
Rnf112 MH_23
Mapk7 MH_12
Epn2 MH_24
Prpsap2 MH_20
Ulk2 MH_17
Akap10 MH_27
Zswim7 MH_02
Ncor1 MH_14
Cenpv MH_04
C17orf76 grey
Znf287 MH_10
Znf286a grey
Hs3st3b1 MH_03
Cox10 MH_03
Arhgap44 MH_14
Myocd MH_10
Map2k4 MH_09
Dnah9 MH_24
Shisa6 MH_21
C17orf48 MH_09
Glp2r MH_21
Wdr16 MH_21
