"gene.name"	"DE"	"in.module"	"Coarse.module"	"Fine.module"
"5080"	"cox19"	FALSE	FALSE	NA	NA
"5081"	"cox4i1"	FALSE	FALSE	3	20
"5082"	"cox4i2"	FALSE	FALSE	NA	NA
"5083"	"cox5a"	FALSE	FALSE	23	108
"5084"	"cox5b"	FALSE	FALSE	3	20
"5085"	"cox6a1"	FALSE	FALSE	3	20
"5086"	"cox6a2"	FALSE	FALSE	26	150
"5087"	"cox6b1"	FALSE	FALSE	3	20
"5088"	"cox6b2"	FALSE	FALSE	42	213
"5089"	"cox6c"	FALSE	FALSE	3	20
"5090"	"cox7a1"	FALSE	FALSE	NA	NA
"5091"	"cox7a2"	FALSE	FALSE	3	20
"5092"	"cox7a2l"	FALSE	FALSE	NA	NA
"5093"	"cox7b"	FALSE	FALSE	3	20
"5094"	"cox7b2"	FALSE	FALSE	NA	NA
"5095"	"cox7c"	FALSE	FALSE	3	20
"5096"	"cox8a"	FALSE	FALSE	3	20
"5097"	"cox8b"	FALSE	FALSE	NA	NA
"5098"	"cox8c"	FALSE	FALSE	NA	NA
"5099"	"cp"	FALSE	FALSE	24	112
"5100"	"cpa1"	FALSE	FALSE	66	310
"5101"	"cpa2"	FALSE	FALSE	66	310
"5102"	"cpa3"	FALSE	FALSE	56	289
"5103"	"cpa4"	FALSE	FALSE	NA	NA
"5104"	"cpa5"	FALSE	FALSE	NA	NA
"5105"	"cpa6"	FALSE	FALSE	NA	NA
"5106"	"cpb1"	FALSE	FALSE	66	310
"5107"	"cpb2"	FALSE	FALSE	NA	NA
"5108"	"cpd"	FALSE	FALSE	24	129
"5109"	"cpe"	FALSE	FALSE	38	202
"5110"	"cpeb1"	FALSE	FALSE	NA	NA
"5111"	"cpeb2"	FALSE	FALSE	NA	NA
"5112"	"cpeb3"	FALSE	FALSE	NA	NA
"5113"	"cpeb4"	FALSE	FALSE	45	228
"5114"	"cplx1"	FALSE	FALSE	NA	NA
"5115"	"cplx2"	FALSE	FALSE	NA	NA
"5116"	"cplx3"	FALSE	FALSE	NA	NA
"5117"	"cplx4"	FALSE	FALSE	NA	NA
"5118"	"cpm"	FALSE	FALSE	16	78
"5119"	"cpn1"	FALSE	FALSE	NA	NA
"5120"	"cpn2"	FALSE	FALSE	NA	NA
"5121"	"cpne1"	FALSE	FALSE	NA	NA
"5122"	"cpne2"	FALSE	FALSE	27	157
"5123"	"cpne3"	FALSE	FALSE	49	255
"5124"	"cpne4"	TRUE	FALSE	NA	NA
"5125"	"cpne5"	FALSE	FALSE	NA	NA
"5126"	"cpne6"	FALSE	FALSE	NA	NA
"5127"	"cpne7"	FALSE	FALSE	19	99
"5128"	"cpne8"	FALSE	FALSE	80	326
"5129"	"cpne9"	FALSE	FALSE	NA	NA
"5130"	"cpox"	TRUE	FALSE	14	63
"5131"	"cpped1"	FALSE	FALSE	NA	NA
"5132"	"cps1"	FALSE	FALSE	NA	NA
"5133"	"cpsf1"	FALSE	FALSE	NA	NA
"5134"	"cpsf2"	FALSE	FALSE	2	18
"5135"	"cpsf3"	FALSE	FALSE	NA	NA
"5136"	"cpsf3l"	FALSE	FALSE	NA	NA
"5137"	"cpsf4"	FALSE	FALSE	NA	NA
"5138"	"cpsf4l"	FALSE	FALSE	NA	NA
"5139"	"cpsf6"	FALSE	FALSE	2	17
"5140"	"cpsf7"	TRUE	FALSE	NA	NA
"5141"	"cpt1a"	FALSE	FALSE	49	257
"5142"	"cpt1b"	FALSE	FALSE	NA	NA
"5143"	"cpt1c"	FALSE	FALSE	NA	NA
"5144"	"cpt2"	TRUE	FALSE	NA	NA
"5145"	"cpvl"	FALSE	FALSE	NA	NA
"5146"	"cpxcr1"	FALSE	FALSE	NA	NA
"5147"	"cpxm1"	FALSE	FALSE	36	196
"5148"	"cpxm2"	FALSE	FALSE	80	326
"5149"	"cpz"	FALSE	FALSE	39	203
"5150"	"cr1l"	FALSE	FALSE	46	242
"5151"	"cr2"	FALSE	FALSE	33	177
"5152"	"crabp1"	FALSE	FALSE	NA	NA
"5153"	"crabp2"	FALSE	FALSE	NA	NA
"5154"	"cradd"	FALSE	FALSE	NA	NA
"5155"	"cramp1l"	FALSE	FALSE	NA	NA
"5156"	"crat"	FALSE	FALSE	24	114
"5157"	"crb1"	FALSE	FALSE	NA	NA
"5158"	"crb2"	FALSE	FALSE	NA	NA
"5159"	"crb3"	FALSE	FALSE	NA	NA
"5160"	"crbn"	FALSE	FALSE	NA	NA
"5161"	"crcp"	FALSE	FALSE	NA	NA
"5162"	"crct1"	FALSE	FALSE	NA	NA
"5163"	"creb1"	FALSE	FALSE	NA	NA
"5164"	"creb3"	FALSE	FALSE	24	115
"5165"	"creb3l1"	FALSE	FALSE	81	333
"5166"	"creb3l2"	FALSE	FALSE	35	188
"5167"	"creb3l3"	FALSE	FALSE	NA	NA
"5168"	"creb3l4"	FALSE	FALSE	NA	NA
"5169"	"creb5"	FALSE	FALSE	NA	NA
"5170"	"crebbp"	FALSE	FALSE	1	2
"5171"	"crebl2"	FALSE	FALSE	34	186
"5172"	"crebzf"	TRUE	FALSE	NA	NA
"5173"	"creg1"	FALSE	FALSE	29	163
"5174"	"creg2"	FALSE	FALSE	NA	NA
"5175"	"creld1"	FALSE	FALSE	NA	NA
"5176"	"creld2"	TRUE	FALSE	3	20
"5177"	"crem"	TRUE	FALSE	32	170
"5178"	"crh"	FALSE	FALSE	NA	NA
"5179"	"crhbp"	FALSE	FALSE	NA	NA
"5180"	"crhr1"	FALSE	FALSE	NA	NA
"5181"	"crhr2"	FALSE	FALSE	NA	NA
"5182"	"crim1"	FALSE	FALSE	62	303
"5183"	"crip1"	FALSE	FALSE	45	222
"5184"	"crip2"	FALSE	FALSE	81	330
"5185"	"crip3"	FALSE	FALSE	NA	NA
"5186"	"cript"	TRUE	FALSE	NA	NA
"5187"	"crisp1"	TRUE	FALSE	NA	NA
"5188"	"crisp2"	FALSE	FALSE	NA	NA
"5189"	"crisp3"	FALSE	FALSE	NA	NA
"5190"	"crisp4"	FALSE	FALSE	NA	NA
"5191"	"crispld1"	FALSE	FALSE	NA	NA
"5192"	"crispld2"	FALSE	FALSE	26	155
"5193"	"crk"	FALSE	FALSE	24	129
"5194"	"crkl"	FALSE	FALSE	NA	NA
"5195"	"crlf1"	FALSE	FALSE	NA	NA
"5196"	"crlf2"	FALSE	FALSE	NA	NA
"5197"	"crlf3"	FALSE	FALSE	17	79
"5198"	"crls1"	FALSE	FALSE	NA	NA
"5199"	"crmp1"	FALSE	FALSE	56	288
"5200"	"crnkl1"	FALSE	FALSE	NA	NA
"5201"	"crnn"	FALSE	FALSE	NA	NA
"5202"	"crocc"	FALSE	FALSE	NA	NA
"5203"	"crot"	FALSE	FALSE	1	6
"5204"	"crp"	TRUE	FALSE	NA	NA
"5205"	"crtac1"	FALSE	FALSE	NA	NA
"5206"	"crtam"	FALSE	FALSE	19	97
"5207"	"crtap"	FALSE	FALSE	44	221
"5208"	"crtc1"	FALSE	FALSE	NA	NA
"5209"	"crtc2"	TRUE	FALSE	NA	NA
"5210"	"crtc3"	FALSE	FALSE	53	278
"5211"	"crx"	FALSE	FALSE	NA	NA
"5212"	"cry1"	FALSE	FALSE	16	75
"5213"	"cry2"	TRUE	FALSE	NA	NA
"5214"	"cryaa"	FALSE	FALSE	NA	NA
"5215"	"cryab"	FALSE	FALSE	36	195
"5216"	"cryba1"	FALSE	FALSE	NA	NA
"5217"	"cryba2"	FALSE	FALSE	NA	NA
"5218"	"cryba4"	FALSE	FALSE	NA	NA
"5219"	"crybb1"	FALSE	FALSE	NA	NA
"5220"	"crybb2"	FALSE	FALSE	NA	NA
"5221"	"crybb3"	FALSE	FALSE	NA	NA
"5222"	"crybg3"	FALSE	FALSE	25	142
"5223"	"cryga"	FALSE	FALSE	NA	NA
"5224"	"crygb"	FALSE	FALSE	NA	NA
"5225"	"crygc"	FALSE	FALSE	NA	NA
"5226"	"crygd"	FALSE	FALSE	NA	NA
"5227"	"cryge"	FALSE	FALSE	NA	NA
"5228"	"crygf"	FALSE	FALSE	NA	NA
"5229"	"crygn"	FALSE	FALSE	NA	NA
"5230"	"crygs"	FALSE	FALSE	NA	NA
"5231"	"cryl1"	FALSE	FALSE	58	295
"5232"	"crym"	FALSE	FALSE	NA	NA
"5233"	"cryz"	FALSE	FALSE	NA	NA
"5234"	"cryzl1"	FALSE	FALSE	3	21
"5235"	"cs"	TRUE	FALSE	NA	NA
"5236"	"csad"	FALSE	FALSE	NA	NA
"5237"	"csdc2"	FALSE	FALSE	NA	NA
"5238"	"csde1"	FALSE	FALSE	NA	NA
"5239"	"cse1l"	FALSE	FALSE	2	18
"5240"	"csf1"	FALSE	FALSE	26	151
"5241"	"csf1r"	FALSE	FALSE	25	133
"5242"	"csf2"	TRUE	FALSE	19	99
"5243"	"csf2ra"	FALSE	FALSE	25	134
"5244"	"csf2rb"	FALSE	FALSE	25	142
"5245"	"csf2rb2"	FALSE	FALSE	24	120
"5246"	"csf3"	FALSE	FALSE	NA	NA
"5247"	"csf3r"	FALSE	FALSE	30	164
"5248"	"csgalnact1"	FALSE	FALSE	40	204
"5249"	"csgalnact2"	FALSE	FALSE	24	119
"5250"	"csk"	FALSE	FALSE	17	87
"5251"	"csl"	FALSE	FALSE	NA	NA
"5252"	"csmd1"	FALSE	FALSE	39	203
"5253"	"csmd2"	FALSE	FALSE	NA	NA
"5254"	"csmd3"	FALSE	FALSE	NA	NA
"5255"	"csn1s1"	FALSE	FALSE	NA	NA
"5256"	"csn1s2a"	FALSE	FALSE	NA	NA
"5257"	"csn1s2b"	FALSE	FALSE	NA	NA
"5258"	"csn2"	FALSE	FALSE	NA	NA
"5259"	"csn3"	FALSE	FALSE	NA	NA
"5260"	"csnk1a1"	FALSE	FALSE	NA	NA
"5261"	"csnk1d"	TRUE	FALSE	NA	NA
"5262"	"csnk1e"	FALSE	FALSE	53	280
"5263"	"csnk1g1"	FALSE	FALSE	NA	NA
"5264"	"csnk1g2"	FALSE	FALSE	NA	NA
"5265"	"csnk1g3"	FALSE	FALSE	55	285
"5266"	"csnk2a1"	TRUE	FALSE	NA	NA
"5267"	"csnk2a2"	FALSE	FALSE	NA	NA
"5268"	"csnk2b"	FALSE	FALSE	NA	NA
"5269"	"csnka2ip"	FALSE	FALSE	NA	NA
"5270"	"cspg4"	FALSE	FALSE	NA	NA
"5271"	"cspg5"	FALSE	FALSE	NA	NA
"5272"	"cspp1"	TRUE	FALSE	NA	NA
"5273"	"csprs"	FALSE	FALSE	45	232
"5274"	"csrnp1"	FALSE	FALSE	32	171
"5275"	"csrnp2"	FALSE	FALSE	NA	NA
"5276"	"csrnp3"	FALSE	FALSE	NA	NA
"5277"	"csrp1"	FALSE	FALSE	47	243
"5278"	"csrp2"	FALSE	FALSE	80	326
"5279"	"csrp2bp"	FALSE	FALSE	NA	NA
"5280"	"csrp3"	FALSE	FALSE	NA	NA
"5281"	"cst10"	FALSE	FALSE	NA	NA
"5282"	"cst11"	FALSE	FALSE	NA	NA
"5283"	"cst12"	FALSE	FALSE	NA	NA
"5284"	"cst13"	FALSE	FALSE	NA	NA
"5285"	"cst3"	FALSE	FALSE	25	142
"5286"	"cst6"	FALSE	FALSE	NA	NA
"5287"	"cst7"	TRUE	FALSE	19	97
"5288"	"cst8"	FALSE	FALSE	NA	NA
"5289"	"cst9"	FALSE	FALSE	NA	NA
"5290"	"cstad"	FALSE	FALSE	NA	NA
"5291"	"cstb"	FALSE	FALSE	24	114
"5292"	"cstf1"	TRUE	FALSE	NA	NA
"5293"	"cstf2"	FALSE	FALSE	2	14
"5294"	"cstf2t"	FALSE	FALSE	NA	NA
"5295"	"cstf3"	FALSE	FALSE	2	18
"5296"	"cstl1"	FALSE	FALSE	NA	NA
"5297"	"ctag2"	FALSE	FALSE	NA	NA
"5298"	"ctage5"	FALSE	FALSE	45	235
"5299"	"ctbp1"	FALSE	FALSE	NA	NA
"5300"	"ctbp2"	FALSE	FALSE	29	162
"5301"	"ctbs"	FALSE	FALSE	24	130
"5302"	"ctcf"	FALSE	FALSE	16	77
"5303"	"ctcfl"	FALSE	FALSE	NA	NA
"5304"	"ctdnep1"	FALSE	FALSE	NA	NA
"5305"	"ctdp1"	FALSE	FALSE	NA	NA
"5306"	"ctdsp1"	FALSE	FALSE	NA	NA
"5307"	"ctdsp2"	FALSE	FALSE	NA	NA
"5308"	"ctdspl"	FALSE	FALSE	47	246
"5309"	"ctdspl2"	FALSE	FALSE	2	17
"5310"	"ctf1"	FALSE	FALSE	NA	NA
"5311"	"ctf2"	FALSE	FALSE	NA	NA
"5312"	"ctgf"	FALSE	FALSE	35	187
"5313"	"cth"	FALSE	FALSE	NA	NA
"5314"	"cthrc1"	FALSE	FALSE	NA	NA
"5315"	"ctif"	FALSE	FALSE	NA	NA
"5316"	"ctla2a"	FALSE	FALSE	63	306
"5317"	"ctla2b"	FALSE	FALSE	48	250
"5318"	"ctla4"	FALSE	FALSE	34	186
"5319"	"ctnna1"	FALSE	FALSE	24	121
"5320"	"ctnna2"	FALSE	FALSE	NA	NA
"5321"	"ctnna3"	FALSE	FALSE	NA	NA
"5322"	"ctnnal1"	FALSE	FALSE	38	202
"5323"	"ctnnb1"	FALSE	FALSE	NA	NA
"5324"	"ctnnbip1"	FALSE	FALSE	NA	NA
"5325"	"ctnnbl1"	TRUE	FALSE	NA	NA
"5326"	"ctnnd1"	FALSE	FALSE	24	113
"5327"	"ctnnd2"	FALSE	FALSE	26	154
"5328"	"ctns"	TRUE	FALSE	49	258
"5329"	"ctps"	FALSE	FALSE	50	262
"5330"	"ctps2"	FALSE	FALSE	67	311
"5331"	"ctr9"	FALSE	FALSE	33	175
"5332"	"ctrb1"	FALSE	FALSE	66	310
"5333"	"ctrc"	FALSE	FALSE	NA	NA
"5334"	"ctrl"	FALSE	FALSE	NA	NA
"5335"	"cts3"	TRUE	FALSE	NA	NA
"5336"	"cts6"	FALSE	FALSE	NA	NA
"5337"	"cts7"	FALSE	FALSE	NA	NA
"5338"	"cts8"	FALSE	FALSE	NA	NA
"5339"	"ctsa"	FALSE	FALSE	24	130
"5340"	"ctsb"	FALSE	FALSE	24	114
"5341"	"ctsc"	TRUE	FALSE	34	184
"5342"	"ctsd"	FALSE	FALSE	53	281
"5343"	"ctse"	FALSE	FALSE	16	67
"5344"	"ctsf"	FALSE	FALSE	44	220
"5345"	"ctsg"	FALSE	FALSE	42	212
"5346"	"ctsh"	TRUE	FALSE	25	135
"5347"	"ctsj"	FALSE	FALSE	NA	NA
"5348"	"ctsk"	FALSE	FALSE	24	125
"5349"	"ctsl"	FALSE	FALSE	24	112
"5350"	"ctsll3"	FALSE	FALSE	NA	NA
"5351"	"ctsm"	FALSE	FALSE	NA	NA
"5352"	"ctso"	TRUE	FALSE	3	30
"5353"	"ctsq"	FALSE	FALSE	NA	NA
"5354"	"ctsr"	FALSE	FALSE	NA	NA
"5355"	"ctss"	FALSE	FALSE	32	173
"5356"	"ctsw"	FALSE	FALSE	18	92
"5357"	"ctsz"	FALSE	FALSE	25	135
"5358"	"cttn"	FALSE	FALSE	35	193
"5359"	"cttnbp2"	FALSE	FALSE	NA	NA
"5360"	"cttnbp2nl"	FALSE	FALSE	28	160
"5361"	"ctu1"	FALSE	FALSE	NA	NA
"5362"	"ctu2"	FALSE	FALSE	NA	NA
"5363"	"ctxn1"	FALSE	FALSE	NA	NA
"5364"	"ctxn2"	FALSE	FALSE	NA	NA
"5365"	"ctxn3"	FALSE	FALSE	NA	NA
"5366"	"cubn"	FALSE	FALSE	NA	NA
"5367"	"cuedc1"	FALSE	FALSE	62	304
"5368"	"cuedc2"	FALSE	FALSE	NA	NA
"5369"	"cul1"	FALSE	FALSE	NA	NA
"5370"	"cul2"	FALSE	FALSE	NA	NA
"5371"	"cul3"	FALSE	FALSE	1	1
"5372"	"cul4a"	FALSE	FALSE	NA	NA
"5373"	"cul4b"	FALSE	FALSE	2	18
"5374"	"cul5"	FALSE	FALSE	NA	NA
"5375"	"cul7"	FALSE	FALSE	50	265
"5376"	"cul9"	FALSE	FALSE	NA	NA
"5377"	"cuta"	FALSE	FALSE	NA	NA
"5378"	"cutc"	FALSE	FALSE	NA	NA
"5379"	"cux1"	FALSE	FALSE	57	291
"5380"	"cux2"	FALSE	FALSE	NA	NA
"5381"	"cuzd1"	FALSE	FALSE	NA	NA
"5382"	"cwc15"	FALSE	FALSE	NA	NA
"5383"	"cwc22"	FALSE	FALSE	NA	NA
"5384"	"cwc25"	FALSE	FALSE	NA	NA
"5385"	"cwc27"	FALSE	FALSE	NA	NA
"5386"	"cwf19l1"	FALSE	FALSE	NA	NA
"5387"	"cwf19l2"	FALSE	FALSE	1	9
"5388"	"cwh43"	FALSE	FALSE	NA	NA
"5389"	"cx3cl1"	FALSE	FALSE	26	155
"5390"	"cx3cr1"	TRUE	FALSE	45	229
"5391"	"cxadr"	FALSE	FALSE	39	203
"5392"	"cxcl1"	FALSE	FALSE	36	197
"5393"	"cxcl10"	FALSE	FALSE	28	160
"5394"	"cxcl11"	FALSE	FALSE	NA	NA
"5395"	"cxcl12"	FALSE	FALSE	36	195
"5396"	"cxcl13"	FALSE	FALSE	24	111
"5397"	"cxcl14"	FALSE	FALSE	73	317
"5398"	"cxcl15"	FALSE	FALSE	NA	NA
"5399"	"cxcl16"	FALSE	FALSE	26	147
"5400"	"cxcl17"	FALSE	FALSE	NA	NA
"5401"	"cxcl2"	FALSE	FALSE	24	112
"5402"	"cxcl3"	FALSE	FALSE	NA	NA
"5403"	"cxcl5"	FALSE	FALSE	NA	NA
"5404"	"cxcl9"	FALSE	FALSE	32	171
"5405"	"cxcr1"	FALSE	FALSE	NA	NA
"5406"	"cxcr2"	FALSE	FALSE	NA	NA
"5407"	"cxcr3"	FALSE	FALSE	19	99
"5408"	"cxcr4"	TRUE	FALSE	25	141
"5409"	"cxcr5"	FALSE	FALSE	16	78
"5410"	"cxcr6"	FALSE	FALSE	18	92
"5411"	"cxx1a"	FALSE	FALSE	NA	NA
"5412"	"cxx1b"	FALSE	FALSE	26	152
"5413"	"cxx1c"	FALSE	FALSE	26	152
"5414"	"cxxc1"	FALSE	FALSE	NA	NA
"5415"	"cxxc4"	FALSE	FALSE	NA	NA
"5416"	"cxxc5"	FALSE	FALSE	13	59
"5417"	"cyb561"	FALSE	FALSE	35	188
"5418"	"cyb561d1"	FALSE	FALSE	NA	NA
"5419"	"cyb561d2"	FALSE	FALSE	NA	NA
"5420"	"cyb5b"	TRUE	FALSE	NA	NA
"5421"	"cyb5d1"	FALSE	FALSE	20	102
"5422"	"cyb5d2"	FALSE	FALSE	NA	NA
"5423"	"cyb5r1"	FALSE	FALSE	30	166
"5424"	"cyb5r2"	FALSE	FALSE	NA	NA
"5425"	"cyb5r3"	FALSE	FALSE	48	253
"5426"	"cyb5r4"	FALSE	FALSE	17	81
"5427"	"cyb5rl"	FALSE	FALSE	NA	NA
"5428"	"cyba"	FALSE	FALSE	32	173
"5429"	"cybb"	FALSE	FALSE	25	135
"5430"	"cybrd1"	FALSE	FALSE	NA	NA
"5431"	"cyc1"	FALSE	FALSE	NA	NA
"5432"	"cycs"	FALSE	FALSE	23	108
"5433"	"cyct"	FALSE	FALSE	NA	NA
"5434"	"cyfip1"	TRUE	FALSE	25	142
"5435"	"cyfip2"	FALSE	FALSE	16	67
"5436"	"cygb"	FALSE	FALSE	36	196
"5437"	"cyhr1"	FALSE	FALSE	NA	NA
"5438"	"cylc1"	FALSE	FALSE	NA	NA
"5439"	"cylc2"	FALSE	FALSE	NA	NA
"5440"	"cyld"	FALSE	FALSE	1	11
"5441"	"cym"	FALSE	FALSE	NA	NA
"5442"	"cyp11a1"	FALSE	FALSE	NA	NA
"5443"	"cyp11b1"	FALSE	FALSE	NA	NA
"5444"	"cyp11b2"	FALSE	FALSE	NA	NA
"5445"	"cyp17a1"	FALSE	FALSE	19	95
"5446"	"cyp19a1"	FALSE	FALSE	NA	NA
"5447"	"cyp1a1"	FALSE	FALSE	NA	NA
"5448"	"cyp1a2"	FALSE	FALSE	NA	NA
"5449"	"cyp1b1"	FALSE	FALSE	36	196
"5450"	"cyp20a1"	FALSE	FALSE	46	238
"5451"	"cyp21a1"	FALSE	FALSE	NA	NA
"5452"	"cyp24a1"	TRUE	FALSE	NA	NA
"5453"	"cyp26a1"	FALSE	FALSE	NA	NA
"5454"	"cyp26b1"	FALSE	FALSE	NA	NA
"5455"	"cyp26c1"	FALSE	FALSE	NA	NA
"5456"	"cyp27a1"	FALSE	FALSE	28	160
"5457"	"cyp27b1"	FALSE	FALSE	NA	NA
"5458"	"cyp2a12"	FALSE	FALSE	NA	NA
"5459"	"cyp2a22"	FALSE	FALSE	NA	NA
"5460"	"cyp2a4"	FALSE	FALSE	NA	NA
"5461"	"cyp2a5"	FALSE	FALSE	NA	NA
"5462"	"cyp2ab1"	FALSE	FALSE	30	164
"5463"	"cyp2b10"	FALSE	FALSE	NA	NA
"5464"	"cyp2b13"	FALSE	FALSE	NA	NA
"5465"	"cyp2b19"	FALSE	FALSE	NA	NA
"5466"	"cyp2b23"	FALSE	FALSE	NA	NA
"5467"	"cyp2b9"	FALSE	FALSE	NA	NA
"5468"	"cyp2c29"	FALSE	FALSE	NA	NA
"5469"	"cyp2c37"	FALSE	FALSE	NA	NA
"5470"	"cyp2c38"	FALSE	FALSE	NA	NA
"5471"	"cyp2c39"	FALSE	FALSE	NA	NA
"5472"	"cyp2c40"	FALSE	FALSE	NA	NA
"5473"	"cyp2c44"	FALSE	FALSE	NA	NA
"5474"	"cyp2c50"	FALSE	FALSE	NA	NA
"5475"	"cyp2c53-ps"	FALSE	FALSE	NA	NA
"5476"	"cyp2c54"	FALSE	FALSE	NA	NA
"5477"	"cyp2c55"	FALSE	FALSE	NA	NA
"5478"	"cyp2c65"	FALSE	FALSE	NA	NA
"5479"	"cyp2c66"	FALSE	FALSE	NA	NA
"5480"	"cyp2c67"	FALSE	FALSE	NA	NA
"5481"	"cyp2c68"	FALSE	FALSE	NA	NA
"5482"	"cyp2c69"	FALSE	FALSE	NA	NA
"5483"	"cyp2c70"	FALSE	FALSE	NA	NA
"5484"	"cyp2d10"	TRUE	FALSE	NA	NA
"5485"	"cyp2d11"	FALSE	FALSE	NA	NA
"5486"	"cyp2d12"	FALSE	FALSE	NA	NA
"5487"	"cyp2d22"	FALSE	FALSE	35	187
"5488"	"cyp2d26"	FALSE	FALSE	NA	NA
"5489"	"cyp2d34"	FALSE	FALSE	NA	NA
"5490"	"cyp2d37-ps"	FALSE	FALSE	NA	NA
"5491"	"cyp2d40"	FALSE	FALSE	NA	NA
"5492"	"cyp2d9"	FALSE	FALSE	NA	NA
"5493"	"cyp2e1"	FALSE	FALSE	39	203
"5494"	"cyp2f2"	FALSE	FALSE	73	317
"5495"	"cyp2g1"	FALSE	FALSE	NA	NA
"5496"	"cyp2j11"	TRUE	FALSE	NA	NA
"5497"	"cyp2j12"	FALSE	FALSE	NA	NA
"5498"	"cyp2j13"	FALSE	FALSE	NA	NA
"5499"	"cyp2j5"	FALSE	FALSE	NA	NA
"5500"	"cyp2j6"	FALSE	FALSE	44	217
"5501"	"cyp2j8"	TRUE	FALSE	NA	NA
"5502"	"cyp2j9"	FALSE	FALSE	50	263
"5503"	"cyp2r1"	FALSE	FALSE	25	138
"5504"	"cyp2s1"	FALSE	FALSE	58	296
"5505"	"cyp2t4"	FALSE	FALSE	NA	NA
"5506"	"cyp2u1"	FALSE	FALSE	NA	NA
"5507"	"cyp2w1"	FALSE	FALSE	NA	NA
"5508"	"cyp39a1"	FALSE	FALSE	33	176
"5509"	"cyp3a11"	FALSE	FALSE	NA	NA
"5510"	"cyp3a13"	FALSE	FALSE	NA	NA
"5511"	"cyp3a16"	FALSE	FALSE	NA	NA
"5512"	"cyp3a25"	FALSE	FALSE	NA	NA
"5513"	"cyp3a41a"	FALSE	FALSE	NA	NA
"5514"	"cyp3a41b"	FALSE	FALSE	NA	NA
"5515"	"cyp3a44"	FALSE	FALSE	NA	NA
"5516"	"cyp3a57"	FALSE	FALSE	NA	NA
"5517"	"cyp3a59"	FALSE	FALSE	NA	NA
"5518"	"cyp46a1"	FALSE	FALSE	NA	NA
"5519"	"cyp4a10"	FALSE	FALSE	NA	NA
"5520"	"cyp4a12a"	FALSE	FALSE	NA	NA
"5521"	"cyp4a12b"	FALSE	FALSE	NA	NA
"5522"	"cyp4a14"	FALSE	FALSE	NA	NA
"5523"	"cyp4a31"	FALSE	FALSE	NA	NA
"5524"	"cyp4a32"	FALSE	FALSE	NA	NA
"5525"	"cyp4b1"	FALSE	FALSE	38	202
"5526"	"cyp4f13"	FALSE	FALSE	24	115
"5527"	"cyp4f14"	FALSE	FALSE	NA	NA
"5528"	"cyp4f15"	FALSE	FALSE	NA	NA
"5529"	"cyp4f16"	FALSE	FALSE	24	118
"5530"	"cyp4f17"	FALSE	FALSE	NA	NA
"5531"	"cyp4f18"	FALSE	FALSE	25	139
"5532"	"cyp4f39"	FALSE	FALSE	NA	NA
"5533"	"cyp4f40"	FALSE	FALSE	NA	NA
"5534"	"cyp4f41-ps"	FALSE	FALSE	NA	NA
"5535"	"cyp4v3"	FALSE	FALSE	32	173
"5536"	"cyp4x1"	FALSE	FALSE	NA	NA
"5537"	"cyp51"	TRUE	FALSE	68	312
"5538"	"cyp7a1"	FALSE	FALSE	NA	NA
"5539"	"cyp7b1"	FALSE	FALSE	24	124
"5540"	"cyp8b1"	FALSE	FALSE	NA	NA
"5541"	"cypt1"	FALSE	FALSE	NA	NA
"5542"	"cypt12"	FALSE	FALSE	NA	NA
"5543"	"cypt14"	FALSE	FALSE	NA	NA
"5544"	"cypt15"	FALSE	FALSE	NA	NA
"5545"	"cypt3"	FALSE	FALSE	NA	NA
"5546"	"cypt4"	FALSE	FALSE	NA	NA
"5547"	"cyr61"	FALSE	FALSE	35	190
"5548"	"cys1"	FALSE	FALSE	NA	NA
"5549"	"cysltr1"	FALSE	FALSE	30	167
"5550"	"cysltr2"	FALSE	FALSE	19	99
"5551"	"cyth1"	FALSE	FALSE	52	276
"5552"	"cyth2"	FALSE	FALSE	NA	NA
"5553"	"cyth3"	TRUE	FALSE	48	252
"5554"	"cyth4"	FALSE	FALSE	17	85
"5555"	"cytip"	TRUE	FALSE	17	81
"5556"	"cytl1"	FALSE	FALSE	NA	NA
"5557"	"cyyr1"	FALSE	FALSE	35	192
"5558"	"d030018l15rik"	FALSE	FALSE	NA	NA
"5559"	"d030025p21rik"	FALSE	FALSE	NA	NA
"5560"	"d030028a08rik"	FALSE	FALSE	NA	NA
"5561"	"d030040b21rik"	FALSE	FALSE	NA	NA
"5562"	"d030046n08rik"	FALSE	FALSE	NA	NA
"5563"	"d030047h15rik"	FALSE	FALSE	NA	NA
"5564"	"d030055h07rik"	FALSE	FALSE	NA	NA
"5565"	"d030056l22rik"	FALSE	FALSE	6	48
"5566"	"d030068k23rik"	FALSE	FALSE	NA	NA
"5567"	"d10bwg1379e"	FALSE	FALSE	NA	NA
"5568"	"d10jhu81e"	FALSE	FALSE	NA	NA
"5569"	"d10wsu102e"	FALSE	FALSE	5	45
"5570"	"d11wsu47e"	FALSE	FALSE	NA	NA
"5571"	"d130017n08rik"	FALSE	FALSE	NA	NA
"5572"	"d130020l05rik"	FALSE	FALSE	NA	NA
"5573"	"d130040h23rik"	TRUE	FALSE	34	185
"5574"	"d130043k22rik"	FALSE	FALSE	NA	NA
"5575"	"d130052b06rik"	FALSE	FALSE	NA	NA
"5576"	"d130058e05rik"	FALSE	FALSE	NA	NA
"5577"	"d13ertd608e"	FALSE	FALSE	NA	NA
"5578"	"d15ertd621e"	FALSE	FALSE	49	255
"5579"	"d16ertd472e"	FALSE	FALSE	19	97
